stopword & Stemming,"after_N-Gram(1,2)"
"['aplikasi', 'bagustetapi', 'kadang', 'alami', 'error', 'tonton', 'vidio', 'baik']","['aplikasi', 'aplikasi bagustetapi', 'bagustetapi', 'bagustetapi kadang', 'kadang', 'kadang alami', 'alami', 'alami error', 'error', 'error tonton', 'tonton', 'tonton vidio', 'vidio', 'vidio baik', 'baik']"
['bantu'],['bantu']
"['ringking', '1', 'gra2', 'bljr', 'ruang', 'guru']","['ringking', 'ringking 1', '1', '1 gra2', 'gra2', 'gra2 bljr', 'bljr', 'bljr ruang', 'ruang', 'ruang guru', 'guru']"
[],[]
"['bagus', 'sebenernya', 'jelas', 'detail', 'cuman', 'emang', 'fitur', 'adapto', 'masalah', 'klik', 'pas', 'kuis', 'kadang', 'udh', 'klik', 'kadang', 'download', 'video', 'trs', 'sinyal', 'bagus', 'kuota', 'ruangguru', 'moga']","['bagus', 'bagus sebenernya', 'sebenernya', 'sebenernya jelas', 'jelas', 'jelas detail', 'detail', 'detail cuman', 'cuman', 'cuman emang', 'emang', 'emang fitur', 'fitur', 'fitur adapto', 'adapto', 'adapto masalah', 'masalah', 'masalah klik', 'klik', 'klik pas', 'pas', 'pas kuis', 'kuis', 'kuis kadang', 'kadang', 'kadang udh', 'udh', 'udh klik', 'klik', 'klik kadang', 'kadang', 'kadang download', 'download', 'download video', 'video', 'video trs', 'trs', 'trs sinyal', 'sinyal', 'sinyal bagus', 'bagus', 'bagus kuota', 'kuota', 'kuota ruangguru', 'ruangguru', 'ruangguru moga', 'moga']"
"['puluh', 'puluh', 'hubung', 'whatsapp', 'tolak']","['puluh', 'puluh puluh', 'puluh', 'puluh hubung', 'hubung', 'hubung whatsapp', 'whatsapp', 'whatsapp tolak', 'tolak']"
"['tolong', 'harga', 'paket', 'diturunin', 'ditambahin', 'bahas', 'gampang', 'bayar', 'bayar', 'trs', 'miskin']","['tolong', 'tolong harga', 'harga', 'harga paket', 'paket', 'paket diturunin', 'diturunin', 'diturunin ditambahin', 'ditambahin', 'ditambahin bahas', 'bahas', 'bahas gampang', 'gampang', 'gampang bayar', 'bayar', 'bayar bayar', 'bayar', 'bayar trs', 'trs', 'trs miskin', 'miskin']"
"['nggak', 'langgan', 'apk', 'paksa', 'langgan', 'butuh', 'terima', 'kasih']","['nggak', 'nggak langgan', 'langgan', 'langgan apk', 'apk', 'apk paksa', 'paksa', 'paksa langgan', 'langgan', 'langgan butuh', 'butuh', 'butuh terima', 'terima', 'terima kasih', 'kasih']"
"['its', 'application', 'learning', 'help', 'understanding', 'school', 'lesson']","['its', 'its application', 'application', 'application learning', 'learning', 'learning help', 'help', 'help understanding', 'understanding', 'understanding school', 'school', 'school lesson', 'lesson']"
"['hapus', 'apk', 'ngechat', 'spam']","['hapus', 'hapus apk', 'apk', 'apk ngechat', 'ngechat', 'ngechat spam', 'spam']"
"['tes', 'pk']","['tes', 'tes pk', 'pk']"
['awesome'],['awesome']
"['bagusmembantu', 'paham']","['bagusmembantu', 'bagusmembantu paham', 'paham']"
"['bantu', 'ajar']","['bantu', 'bantu ajar', 'ajar']"
['bagus'],['bagus']
"['rasionalisasi', 'nilai', 'muncul', 'notif', 'upload', 'ulang', 'file', 'link', 'rapor', 'x1', 'gmnaa']","['rasionalisasi', 'rasionalisasi nilai', 'nilai', 'nilai muncul', 'muncul', 'muncul notif', 'notif', 'notif upload', 'upload', 'upload ulang', 'ulang', 'ulang file', 'file', 'file link', 'link', 'link rapor', 'rapor', 'rapor x1', 'x1', 'x1 gmnaa', 'gmnaa']"
['tolol'],['tolol']
"['bantu', 'ajar']","['bantu', 'bantu ajar', 'ajar']"
['mantap'],['mantap']
"['bantu', 'paham', 'ajar', 'pokok', 'best', 'sukses', 'ruang', 'guru']","['bantu', 'bantu paham', 'paham', 'paham ajar', 'ajar', 'ajar pokok', 'pokok', 'pokok best', 'best', 'best sukses', 'sukses', 'sukses ruang', 'ruang', 'ruang guru', 'guru']"
"['baguss', 'bangett']","['baguss', 'baguss bangett', 'bangett']"
"['smk', 't0d']","['smk', 'smk t0d', 't0d']"
"['aplikasi', 'ajar', 'bagus', 'sayang', 'tonton', 'video', 'loading', 'error', 'semenjak', 'harap', 'bug', 'baik']","['aplikasi', 'aplikasi ajar', 'ajar', 'ajar bagus', 'bagus', 'bagus sayang', 'sayang', 'sayang tonton', 'tonton', 'tonton video', 'video', 'video loading', 'loading', 'loading error', 'error', 'error semenjak', 'semenjak', 'semenjak harap', 'harap', 'harap bug', 'bug', 'bug baik', 'baik']"
"['ajar', 'ruang', 'guru', 'senang', 'mudah', 'erti']","['ajar', 'ajar ruang', 'ruang', 'ruang guru', 'guru', 'guru senang', 'senang', 'senang mudah', 'mudah', 'mudah erti', 'erti']"
['payah'],['payah']
"['aplikasi', 'bagus', 'urut', 'keren', 'keren', 'ajar', 'senang']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus urut', 'urut', 'urut keren', 'keren', 'keren keren', 'keren', 'keren ajar', 'ajar', 'ajar senang', 'senang']"
['mantab'],['mantab']
"['aplikasi', 'ruang', 'guru', 'bagus', 'banget', 'rank', '23', 'rank', '1', 'bangett', 'sumpah']","['aplikasi', 'aplikasi ruang', 'ruang', 'ruang guru', 'guru', 'guru bagus', 'bagus', 'bagus banget', 'banget', 'banget rank', 'rank', 'rank 23', '23', '23 rank', 'rank', 'rank 1', '1', '1 bangett', 'bangett', 'bangett sumpah', 'sumpah']"
"['apk', 'bayar', 'ajar', 'bahasa', 'inggris']","['apk', 'apk bayar', 'bayar', 'bayar ajar', 'ajar', 'ajar bahasa', 'bahasa', 'bahasa inggris', 'inggris']"
"['aplikasi', 'bagus', 'banget', 'ajar', 'anak', 'anak', 'mudah', 'erti', 'download', 'wajib', 'banget', 'donwload']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus banget', 'banget', 'banget ajar', 'ajar', 'ajar anak', 'anak', 'anak anak', 'anak', 'anak mudah', 'mudah', 'mudah erti', 'erti', 'erti download', 'download', 'download wajib', 'wajib', 'wajib banget', 'banget', 'banget donwload', 'donwload']"
"['tolong', 'download']","['tolong', 'tolong download', 'download']"
['suka'],['suka']
"['baguss', 'sihh', 'apalagi', 'ajar', 'libur', 'gin', 'bisaa', 'luang', 'kosong', 'ajar']","['baguss', 'baguss sihh', 'sihh', 'sihh apalagi', 'apalagi', 'apalagi ajar', 'ajar', 'ajar libur', 'libur', 'libur gin', 'gin', 'gin bisaa', 'bisaa', 'bisaa luang', 'luang', 'luang kosong', 'kosong', 'kosong ajar', 'ajar']"
[],[]
[],[]
"['seru', 'bawa', 'ajar', 'ruang', 'guru']","['seru', 'seru bawa', 'bawa', 'bawa ajar', 'ajar', 'ajar ruang', 'ruang', 'ruang guru', 'guru']"
"['aplikasi', 'bantu']","['aplikasi', 'aplikasi bantu', 'bantu']"
"['video', 'loading', 'jaring', 'internet', 'amanaman', 'ajar', 'ganggu', 'karna', 'loading', 'detik', 'loading']","['video', 'video loading', 'loading', 'loading jaring', 'jaring', 'jaring internet', 'internet', 'internet amanaman', 'amanaman', 'amanaman ajar', 'ajar', 'ajar ganggu', 'ganggu', 'ganggu karna', 'karna', 'karna loading', 'loading', 'loading detik', 'detik', 'detik loading', 'loading']"
"['paksa', 'hendak', 'merating', 'aplikasi']","['paksa', 'paksa hendak', 'hendak', 'hendak merating', 'merating', 'merating aplikasi', 'aplikasi']"
"['baik', 'video', 'adapto', 'materi', 'loading', 'terus', 'stuck', 'sulit', 'scrolling', 'aplikasi', 'temu', 'typo', 'tulis', 'materi', 'bahas', 'terkadang', 'kuis', 'bahas', 'muncul', 'aplikasi', 'tibatiba', 'tolong', 'baik', 'nyaman', 'guna', 'ajar', 'terima', 'kasih', 'note', 'pakai', 'wifi', 'signal', 'bagus', 'lancar']","['baik', 'baik video', 'video', 'video adapto', 'adapto', 'adapto materi', 'materi', 'materi loading', 'loading', 'loading terus', 'terus', 'terus stuck', 'stuck', 'stuck sulit', 'sulit', 'sulit scrolling', 'scrolling', 'scrolling aplikasi', 'aplikasi', 'aplikasi temu', 'temu', 'temu typo', 'typo', 'typo tulis', 'tulis', 'tulis materi', 'materi', 'materi bahas', 'bahas', 'bahas terkadang', 'terkadang', 'terkadang kuis', 'kuis', 'kuis bahas', 'bahas', 'bahas muncul', 'muncul', 'muncul aplikasi', 'aplikasi', 'aplikasi tibatiba', 'tibatiba', 'tibatiba tolong', 'tolong', 'tolong baik', 'baik', 'baik nyaman', 'nyaman', 'nyaman guna', 'guna', 'guna ajar', 'ajar', 'ajar terima', 'terima', 'terima kasih', 'kasih', 'kasih note', 'note', 'note pakai', 'pakai', 'pakai wifi', 'wifi', 'wifi signal', 'signal', 'signal bagus', 'bagus', 'bagus lancar', 'lancar']"
"['jelek', 'buka', 'gabisa', 'udh', 'langgan', 'pdhl', 'sinyal', 'bagus', 'nyesel', 'langgan', 'ajar', 'susah', 'pdhl', 'udh', 'deket', 'utbk']","['jelek', 'jelek buka', 'buka', 'buka gabisa', 'gabisa', 'gabisa udh', 'udh', 'udh langgan', 'langgan', 'langgan pdhl', 'pdhl', 'pdhl sinyal', 'sinyal', 'sinyal bagus', 'bagus', 'bagus nyesel', 'nyesel', 'nyesel langgan', 'langgan', 'langgan ajar', 'ajar', 'ajar susah', 'susah', 'susah pdhl', 'pdhl', 'pdhl udh', 'udh', 'udh deket', 'deket', 'deket utbk', 'utbk']"
"['bgs', 'kasih', 'subtitle', 'video']","['bgs', 'bgs kasih', 'kasih', 'kasih subtitle', 'subtitle', 'subtitle video', 'video']"
"['bagus', 'aplikasi']","['bagus', 'bagus aplikasi', 'aplikasi']"
"['jelas', 'bagusstetapi', 'bab', 'materi', 'pkn', 'kelas', '8', 'ruangguru', 'harap', 'tambah', 'bab', 'materi']","['jelas', 'jelas bagusstetapi', 'bagusstetapi', 'bagusstetapi bab', 'bab', 'bab materi', 'materi', 'materi pkn', 'pkn', 'pkn kelas', 'kelas', 'kelas 8', '8', '8 ruangguru', 'ruangguru', 'ruangguru harap', 'harap', 'harap tambah', 'tambah', 'tambah bab', 'bab', 'bab materi', 'materi']"
"['bagus', 'banget', 'program', 'cha', 'ching', 'kurikulum', 'anak', 'progam', 'cha', 'ching', 'kurikulum', 'aplikasi', 'bagus', 'banget']","['bagus', 'bagus banget', 'banget', 'banget program', 'program', 'program cha', 'cha', 'cha ching', 'ching', 'ching kurikulum', 'kurikulum', 'kurikulum anak', 'anak', 'anak progam', 'progam', 'progam cha', 'cha', 'cha ching', 'ching', 'ching kurikulum', 'kurikulum', 'kurikulum aplikasi', 'aplikasi', 'aplikasi bagus', 'bagus', 'bagus banget', 'banget']"
"['game', 'bagus', 'banget', 'ajar', 'anak']","['game', 'game bagus', 'bagus', 'bagus banget', 'banget', 'banget ajar', 'ajar', 'ajar anak', 'anak']"
"['aplikasi', 'bagus', 'suka', 'banget', 'moga', 'depan', 'mangkin', 'bagus', 'yh']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus suka', 'suka', 'suka banget', 'banget', 'banget moga', 'moga', 'moga depan', 'depan', 'depan mangkin', 'mangkin', 'mangkin bagus', 'bagus', 'bagus yh', 'yh']"
"['daftar', 'tranfer', 'uang', '600rb', '24jam', 'buka', 'adminnya', 'eror', 'ajar', '1', 'bintang', 'dl', 'tepat', 'janji', 'nambah', 'bintang']","['daftar', 'daftar tranfer', 'tranfer', 'tranfer uang', 'uang', 'uang 600rb', '600rb', '600rb 24jam', '24jam', '24jam buka', 'buka', 'buka adminnya', 'adminnya', 'adminnya eror', 'eror', 'eror ajar', 'ajar', 'ajar 1', '1', '1 bintang', 'bintang', 'bintang dl', 'dl', 'dl tepat', 'tepat', 'tepat janji', 'janji', 'janji nambah', 'nambah', 'nambah bintang', 'bintang']"
"['baikdan', 'bantu']","['baikdan', 'baikdan bantu', 'bantu']"
['bagus'],['bagus']
['akun'],['akun']
"['aplikasi', 'sgt', 'seru']","['aplikasi', 'aplikasi sgt', 'sgt', 'sgt seru', 'seru']"
"['sebel', 'aplikasi', 'ditungguin', '1', 'jam', 'bahas', 'kuis', 'munculmuncul', 'jaring', 'bagus']","['sebel', 'sebel aplikasi', 'aplikasi', 'aplikasi ditungguin', 'ditungguin', 'ditungguin 1', '1', '1 jam', 'jam', 'jam bahas', 'bahas', 'bahas kuis', 'kuis', 'kuis munculmuncul', 'munculmuncul', 'munculmuncul jaring', 'jaring', 'jaring bagus', 'bagus']"
"['terimaksih', 'ruang', 'guru']","['terimaksih', 'terimaksih ruang', 'ruang', 'ruang guru', 'guru']"
"['bagus', 'manfaat', 'anak', 'bangsa', 'tahu', 'luas']","['bagus', 'bagus manfaat', 'manfaat', 'manfaat anak', 'anak', 'anak bangsa', 'bangsa', 'bangsa tahu', 'tahu', 'tahu luas', 'luas']"
"['makasih', 'ruang', 'guru', 'nilai', 'ku', '10', '5', 'besardan', 'juara', 'kelas', 'terussudah', '2', 'juara', 'kelass', 'neng', 'banget', 'neng', 'banget', 'ketemu', 'aplikasi', 'benerkeren', 'bangett', 'mood', 'ajar', 'naikk', 'nggk', 'malas', 'download', 'wajib', 'banget', 'download', 'pokok', 'best', 'banget', 'ruang', 'gurukeren']","['makasih', 'makasih ruang', 'ruang', 'ruang guru', 'guru', 'guru nilai', 'nilai', 'nilai ku', 'ku', 'ku 10', '10', '10 5', '5', '5 besardan', 'besardan', 'besardan juara', 'juara', 'juara kelas', 'kelas', 'kelas terussudah', 'terussudah', 'terussudah 2', '2', '2 juara', 'juara', 'juara kelass', 'kelass', 'kelass neng', 'neng', 'neng banget', 'banget', 'banget neng', 'neng', 'neng banget', 'banget', 'banget ketemu', 'ketemu', 'ketemu aplikasi', 'aplikasi', 'aplikasi benerkeren', 'benerkeren', 'benerkeren bangett', 'bangett', 'bangett mood', 'mood', 'mood ajar', 'ajar', 'ajar naikk', 'naikk', 'naikk nggk', 'nggk', 'nggk malas', 'malas', 'malas download', 'download', 'download wajib', 'wajib', 'wajib banget', 'banget', 'banget download', 'download', 'download pokok', 'pokok', 'pokok best', 'best', 'best banget', 'banget', 'banget ruang', 'ruang', 'ruang gurukeren', 'gurukeren']"
"['apk', 'bagus', 'ku', 'senang', 'ajar', 'ruangguru']","['apk', 'apk bagus', 'bagus', 'bagus ku', 'ku', 'ku senang', 'senang', 'senang ajar', 'ajar', 'ajar ruangguru', 'ruangguru']"
"['kasih', 'bintang', 'gratis']","['kasih', 'kasih bintang', 'bintang', 'bintang gratis', 'gratis']"
"['aplikasi', 'cocok', 'ajar', 'mudah', 'erti', 'bantu', 'manfaat']","['aplikasi', 'aplikasi cocok', 'cocok', 'cocok ajar', 'ajar', 'ajar mudah', 'mudah', 'mudah erti', 'erti', 'erti bantu', 'bantu', 'bantu manfaat', 'manfaat']"
"['beli', 'koin', 'download', 'ruangguru', 'pikir', 'koin', 'gratis', 'download', 'apk']","['beli', 'beli koin', 'koin', 'koin download', 'download', 'download ruangguru', 'ruangguru', 'ruangguru pikir', 'pikir', 'pikir koin', 'koin', 'koin gratis', 'gratis', 'gratis download', 'download', 'download apk', 'apk']"
"['live', 'teaching', 'ku', '5', 'bintang', 'protes', 'tanggap']","['live', 'live teaching', 'teaching', 'teaching ku', 'ku', 'ku 5', '5', '5 bintang', 'bintang', 'bintang protes', 'protes', 'protes tanggap', 'tanggap']"
"['ruang', 'guru', 'bantu']","['ruang', 'ruang guru', 'guru', 'guru bantu', 'bantu']"
"['bantu', 'ajar']","['bantu', 'bantu ajar', 'ajar']"
"['menyakn', 'forum', 'ketemu', 'robo', 'guru', 'tulis', 'bad', 'request']","['menyakn', 'menyakn forum', 'forum', 'forum ketemu', 'ketemu', 'ketemu robo', 'robo', 'robo guru', 'guru', 'guru tulis', 'tulis', 'tulis bad', 'bad', 'bad request', 'request']"
"['keren', 'banget', 'ruang', 'guru']","['keren', 'keren banget', 'banget', 'banget ruang', 'ruang', 'ruang guru', 'guru']"
"['video', 'susah', 'putar', 'jaring', 'bagus', 'ambil', 'kualitas', 'rendah', 'pas', 'buka', 'youtube', 'lancar2', 'tpi', 'buka', 'video', 'ruang', 'guru', 'knp', 'kyk', 'susah', 'putar', 'video', 'pas', 'putar', 'nyangkut2', 'jaring', 'bagus']","['video', 'video susah', 'susah', 'susah putar', 'putar', 'putar jaring', 'jaring', 'jaring bagus', 'bagus', 'bagus ambil', 'ambil', 'ambil kualitas', 'kualitas', 'kualitas rendah', 'rendah', 'rendah pas', 'pas', 'pas buka', 'buka', 'buka youtube', 'youtube', 'youtube lancar2', 'lancar2', 'lancar2 tpi', 'tpi', 'tpi buka', 'buka', 'buka video', 'video', 'video ruang', 'ruang', 'ruang guru', 'guru', 'guru knp', 'knp', 'knp kyk', 'kyk', 'kyk susah', 'susah', 'susah putar', 'putar', 'putar video', 'video', 'video pas', 'pas', 'pas putar', 'putar', 'putar nyangkut2', 'nyangkut2', 'nyangkut2 jaring', 'jaring', 'jaring bagus', 'bagus']"
"['pelitt', 'gratisin']","['pelitt', 'pelitt gratisin', 'gratisin']"
"['rating', 'apiikas']","['rating', 'rating apiikas', 'apiikas']"
['menajubkan'],['menajubkan']
['bgs'],['bgs']
['bagus'],['bagus']
"['moga', 'bantuin', 'lolos', 'kampus', 'top', '3']","['moga', 'moga bantuin', 'bantuin', 'bantuin lolos', 'lolos', 'lolos kampus', 'kampus', 'kampus top', 'top', 'top 3', '3']"
"['emang', 'mantap', 'aplikasi', 'bantu', 'banget', 'ajar']","['emang', 'emang mantap', 'mantap', 'mantap aplikasi', 'aplikasi', 'aplikasi bantu', 'bantu', 'bantu banget', 'banget', 'banget ajar', 'ajar']"
"['aplikasi', 'didik', 'ajar', 'main', 'didik', 'anak', 'anak']","['aplikasi', 'aplikasi didik', 'didik', 'didik ajar', 'ajar', 'ajar main', 'main', 'main didik', 'didik', 'didik anak', 'anak', 'anak anak', 'anak']"
"['layan', 'tanggap', 'materi', 'ajar', 'muas']","['layan', 'layan tanggap', 'tanggap', 'tanggap materi', 'materi', 'materi ajar', 'ajar', 'ajar muas', 'muas']"
"['aplikasi', 'bagus', 'tpi', 'proses', 'jawab']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus tpi', 'tpi', 'tpi proses', 'proses', 'proses jawab', 'jawab']"
"['suka', 'lag']","['suka', 'suka lag', 'lag']"
['seru'],['seru']
"['bagus', 'banget', 'ajar']","['bagus', 'bagus banget', 'banget', 'banget ajar', 'ajar']"
"['ruangguru', 'aplikasi', 'bagus', 'bantu', 'diupdate', 'force', 'close', 'putar', 'video', 'loadingnya', 'jaring', 'bagusbagus', 'harap', 'ruangguru', 'baik', 'sekian']","['ruangguru', 'ruangguru aplikasi', 'aplikasi', 'aplikasi bagus', 'bagus', 'bagus bantu', 'bantu', 'bantu diupdate', 'diupdate', 'diupdate force', 'force', 'force close', 'close', 'close putar', 'putar', 'putar video', 'video', 'video loadingnya', 'loadingnya', 'loadingnya jaring', 'jaring', 'jaring bagusbagus', 'bagusbagus', 'bagusbagus harap', 'harap', 'harap ruangguru', 'ruangguru', 'ruangguru baik', 'baik', 'baik sekian', 'sekian']"
"['aplikasi', 'manfaat', 'ajar', 'ajar', 'penting', 'ajar', 'snmptnsbmptn', 'ajar', 'serap', 'bekal', 'hadap', 'uji', 'uji', 'mudah', 'susah', 'fitur', 'video', 'non', 'video', 'ruang', 'guru', 'salah', 'aplikasi', 'ajar', 'baik', 'indonesia']","['aplikasi', 'aplikasi manfaat', 'manfaat', 'manfaat ajar', 'ajar', 'ajar ajar', 'ajar', 'ajar penting', 'penting', 'penting ajar', 'ajar', 'ajar snmptnsbmptn', 'snmptnsbmptn', 'snmptnsbmptn ajar', 'ajar', 'ajar serap', 'serap', 'serap bekal', 'bekal', 'bekal hadap', 'hadap', 'hadap uji', 'uji', 'uji uji', 'uji', 'uji mudah', 'mudah', 'mudah susah', 'susah', 'susah fitur', 'fitur', 'fitur video', 'video', 'video non', 'non', 'non video', 'video', 'video ruang', 'ruang', 'ruang guru', 'guru', 'guru salah', 'salah', 'salah aplikasi', 'aplikasi', 'aplikasi ajar', 'ajar', 'ajar baik', 'baik', 'baik indonesia', 'indonesia']"
"['suka', 'jelas', 'master']","['suka', 'suka jelas', 'jelas', 'jelas master', 'master']"
"['kasih', 'bintang', 'suka', 'aplikasi', 'komentar', 'buruk', 'baik', 'semuah', 'semangat', 'terimakasih']","['kasih', 'kasih bintang', 'bintang', 'bintang suka', 'suka', 'suka aplikasi', 'aplikasi', 'aplikasi komentar', 'komentar', 'komentar buruk', 'buruk', 'buruk baik', 'baik', 'baik semuah', 'semuah', 'semuah semangat', 'semangat', 'semangat terimakasih', 'terimakasih']"
['ulas'],['ulas']
"['bagus', 'banget', 'apk', 'ajar']","['bagus', 'bagus banget', 'banget', 'banget apk', 'apk', 'apk ajar', 'ajar']"
"['owner', 'suka', 'spam']","['owner', 'owner suka', 'suka', 'suka spam', 'spam']"
"['bagus', 'sakli', 'ruang', 'guru']","['bagus', 'bagus sakli', 'sakli', 'sakli ruang', 'ruang', 'ruang guru', 'guru']"
"['aplikasi', 'bagus', 'seru', 'ajar', 'palagi', 'fitur', 'teman', 'ajar', 'semangat', 'kdng', 'lot', 'dikit', 'video', 'gagal', 'pdhl', 'udh', 'moga', 'bagus']","['aplikasi', 'aplikasi bagus', 'bagus', 'bagus seru', 'seru', 'seru ajar', 'ajar', 'ajar palagi', 'palagi', 'palagi fitur', 'fitur', 'fitur teman', 'teman', 'teman ajar', 'ajar', 'ajar semangat', 'semangat', 'semangat kdng', 'kdng', 'kdng lot', 'lot', 'lot dikit', 'dikit', 'dikit video', 'video', 'video gagal', 'gagal', 'gagal pdhl', 'pdhl', 'pdhl udh', 'udh', 'udh moga', 'moga', 'moga bagus', 'bagus']"
"['ribet', 'harga', 'sembunyi', 'pake', 'kode', 'diskon', 'murah', 'udh', 'daftar', 'dispam', 'promosi', 'whatsapp', 'nomor', 'ngirim', 'promo']","['ribet', 'ribet harga', 'harga', 'harga sembunyi', 'sembunyi', 'sembunyi pake', 'pake', 'pake kode', 'kode', 'kode diskon', 'diskon', 'diskon murah', 'murah', 'murah udh', 'udh', 'udh daftar', 'daftar', 'daftar dispam', 'dispam', 'dispam promosi', 'promosi', 'promosi whatsapp', 'whatsapp', 'whatsapp nomor', 'nomor', 'nomor ngirim', 'ngirim', 'ngirim promo', 'promo']"
"['maaf', 'ngasih', 'bintang', '2', 'ajar', 'beik', 'sajatapi', 'masalah', 'masalah', 'jaring', 'baguslahdll', 'tolong', 'baik', 'bagus', 'kasih', 'bintang', '5oh', 'paket', 'data', 'ku']","['maaf', 'maaf ngasih', 'ngasih', 'ngasih bintang', 'bintang', 'bintang 2', '2', '2 ajar', 'ajar', 'ajar beik', 'beik', 'beik sajatapi', 'sajatapi', 'sajatapi masalah', 'masalah', 'masalah masalah', 'masalah', 'masalah jaring', 'jaring', 'jaring baguslahdll', 'baguslahdll', 'baguslahdll tolong', 'tolong', 'tolong baik', 'baik', 'baik bagus', 'bagus', 'bagus kasih', 'kasih', 'kasih bintang', 'bintang', 'bintang 5oh', '5oh', '5oh paket', 'paket', 'paket data', 'data', 'data ku', 'ku']"
"['aplikasi', 'bgs', 'ajar', 'bgs', 'bicara', 'ngejelasin', 'bgs', 'seru', 'dengar', 'mudah', 'paham', 'ngelek', 'geser', 'kana', 'kir']","['aplikasi', 'aplikasi bgs', 'bgs', 'bgs ajar', 'ajar', 'ajar bgs', 'bgs', 'bgs bicara', 'bicara', 'bicara ngejelasin', 'ngejelasin', 'ngejelasin bgs', 'bgs', 'bgs seru', 'seru', 'seru dengar', 'dengar', 'dengar mudah', 'mudah', 'mudah paham', 'paham', 'paham ngelek', 'ngelek', 'ngelek geser', 'geser', 'geser kana', 'kana', 'kana kir', 'kir']"
"['bagus', 'ruangguru', 'fitur', 'daily', 'challenge', 'peringkat', '1', 'pulsa', 'rp25000', 'seru', 'banget', 'roboguru', 'jawab']","['bagus', 'bagus ruangguru', 'ruangguru', 'ruangguru fitur', 'fitur', 'fitur daily', 'daily', 'daily challenge', 'challenge', 'challenge peringkat', 'peringkat', 'peringkat 1', '1', '1 pulsa', 'pulsa', 'pulsa rp25000', 'rp25000', 'rp25000 seru', 'seru', 'seru banget', 'banget', 'banget roboguru', 'roboguru', 'roboguru jawab', 'jawab']"
